Date,Pressure ,Exceed,Outlet,Inlet,Difference,Status
07-11-2005,1955,726,,,,
08-11-2005,2161,745,,,,
09-11-2005,2268,756,,,,
10-11-2005,2351,732,,,,
11-11-2005,2384,676,,,,
12-11-2005,2424,658,,,,
13-11-2005,2444,647,,,,
14-11-2005,2455,651,,,,
15-11-2005,2466,654,,,,
16-11-2005,2478,654,,,,
17-11-2005,2489,654,,,,
18-11-2005,2501,652,,,,
19-11-2005,2518,651,,,,
20-11-2005,2527,649,,,,
21-11-2005,2550,647,,,,
22-11-2005,2609,654,,,,
23-11-2005,2755,674,,,,
24-11-2005,2886,765,,,,
25-11-2005,2826,784,,,,
26-11-2005,2842,804,,,,
27-11-2005,2823,782,,,,
28-11-2005,2823,794,,,,
29-11-2005,2829,797,,,,
30-11-2005,2829,797,,,,
01-12-2005,2826,797,,,,
02-12-2005,3002,797,,,,
03-12-2005,3015,831,,,,
04-12-2005,2982,881,,,,
05-12-2005,2999,832,,,,
06-12-2005,3018,832,,,,
07-12-2005,3054,832,,,,
08-12-2005,2915,832,,,,
09-12-2005,2823,832,,,,
10-12-2005,2823,840,,,,
11-12-2005,2877,810,,,,
12-12-2005,2950,771,,,,
13-12-2005,3090,881,,,,
14-12-2005,3090,881,,,,
15-12-2005,3073,881,,,,
16-12-2005,3104,881,,,,
17-12-2005,3124,881,,,,
18-12-2005,3114,881,,,,
19-12-2005,2902,792,,,,
20-12-2005,2937,806,,,,
21-12-2005,2986,824,,,,
22-12-2005,3028,812,,,,
23-12-2005,3054,800,,,,
24-12-2005,3087,788,,,,
25-12-2005,3093,760,,,,
26-12-2005,3104,748,,,,
27-12-2005,3118,760,,,,
28-12-2005,3131,755,,,,
29-12-2005,3148,760,,,,
30-12-2005,3205,763,,,,
31-12-2005,3231,764,,,,
01-01-2006,3231,763,,,,
02-01-2006,3231,762,,,,
03-01-2006,3231,760,,,,
04-01-2006,3231,759,,,,
05-01-2006,3231,759,,,,
06-01-2006,3231,759,,,,
07-01-2006,3231,758,,,,
08-01-2006,3231,757,,,,
09-01-2006,3231,757,,,,
10-01-2006,3231,757,,,,
11-01-2006,3231,755,,,,
12-01-2006,3231,754,,,,
13-01-2006,3231,754,,,,
14-01-2006,3231,753,,,,
15-01-2006,3231,752,,,,
16-01-2006,3231,751,,,,
17-01-2006,3231,750,,,,
18-01-2006,3231,749,,,,
19-01-2006,3231,747,,,,
20-01-2006,3231,745,,,,
21-01-2006,3171,743,,,,
22-01-2006,3145,741,,,,
23-01-2006,3128,739,,,,
24-01-2006,3114,737,,,,
25-01-2006,3107,735,,,,
26-01-2006,3093,733,,,,
27-01-2006,3085,731,,,,
28-01-2006,3077,729,,,,
29-01-2006,3069,727,,,,
30-01-2006,3055,725,,,,
31-01-2006,3045,723,,,,
01-02-2006,3035,721,,,,
02-02-2006,3025,719,,,,
03-02-2006,3015,717,,,,
04-02-2006,3009,715,,,,
05-02-2006,3002,713,,,,
06-02-2006,2995,711,,,,
07-02-2006,2989,709,,,,
08-02-2006,2982,707,,,,
09-02-2006,2973,705,,,,
10-02-2006,2963,703,,,,
11-02-2006,2953,701,,,,
12-02-2006,2944,699,,,,
13-02-2006,2931,697,,,,
14-02-2006,2921,695,,,,
15-02-2006,2912,693,,,,
16-02-2006,2905,691,,,,
17-02-2006,2896,689,,,,
18-02-2006,2889,687,,,,
19-02-2006,2883,685,,,,
20-02-2006,2877,683,,,,
21-02-2006,2867,681,,,,
22-02-2006,2858,679,,,,
23-02-2006,2851,677,,,,
24-02-2006,2842,675,,,,
25-02-2006,2817,673,,,,
26-02-2006,2779,671,,,,
27-02-2006,2742,669,,,,
28-02-2006,2706,667,,,,
01-03-2006,2669,665,,,,
02-03-2006,2633,663,,,,
03-03-2006,2595,661,,,,
04-03-2006,2624,661,,,,
05-03-2006,2618,657,,,,
06-03-2006,2595,655,,,,
07-03-2006,2559,653,,,,
08-03-2006,2524,651,,,,
09-03-2006,2487,649,,,,
10-03-2006,2452,646,,,,
11-03-2006,2415,643,,,,
12-03-2006,2379,640,,,,
13-03-2006,2345,637,,,,
14-03-2006,2309,634,,,,
15-03-2006,2287,631,,,,
16-03-2006,2279,629,,,,
17-03-2006,2290,627,,,,
18-03-2006,2254,624,,,,
19-03-2006,2219,622,,,,
20-03-2006,2185,619,,,,
21-03-2006,2148,617,,,,
22-03-2006,2113,615,,,,
23-03-2006,2077,613,,,,
24-03-2006,2041,611,,,,
25-03-2006,2005,607,,,,
26-03-2006,1983,603,,,,
27-03-2006,1980,600,,,,
28-03-2006,1975,596,,,,
29-03-2006,1973,593,,,,
30-03-2006,1968,590,,,,
31-03-2006,1963,587,,,,
01-04-2006,1958,585,,,,
02-04-2006,1953,583,,,,
03-04-2006,1948,581,,,,
04-04-2006,1943,579,,,,
05-04-2006,1938,577,,,,
06-04-2006,1933,575,,,,
07-04-2006,1926,573,,,,
08-04-2006,1918,571,,,,
09-04-2006,1911,569,,,,
10-04-2006,1904,567,,,,
11-04-2006,1896,564,,,,
12-04-2006,1889,561,,,,
13-04-2006,1882,558,,,,
14-04-2006,1874,555,,,,
15-04-2006,1867,552,,,,
16-04-2006,1860,549,,,,
17-04-2006,1853,545,,,,
18-04-2006,1845,543,,,,
19-04-2006,1838,540,,,,
20-04-2006,1831,537,,,,
21-04-2006,1824,536,,,,
22-04-2006,1817,535,,,,
23-04-2006,1810,534,,,,
24-04-2006,1803,533,,,,
25-04-2006,1795,532,,,,
26-04-2006,1788,531,,,,
27-04-2006,1781,529,,,,
28-04-2006,1772,527,,,,
29-04-2006,1763,525,,,,
30-04-2006,1753,523,,,,
01-05-2006,1744,521,,,,
02-05-2006,1735,519,,,,
03-05-2006,1726,517,,,,
04-05-2006,1716,515,,,,
05-05-2006,1707,513,,,,
06-05-2006,1698,511,,,,
07-05-2006,1689,509,,,,
08-05-2006,1680,507,,,,
09-05-2006,1671,505,,,,
10-05-2006,1662,503,,,,
11-05-2006,1653,501,,,,
12-05-2006,1644,498,,,,
13-05-2006,1635,495,,,,
14-05-2006,1626,492,,,,
15-05-2006,1617,489,,,,
16-05-2006,1608,486,,,,
17-05-2006,1600,483,,,,
18-05-2006,1591,480,,,,
19-05-2006,1582,477,,,,
20-05-2006,1572,474,,,,
21-05-2006,1561,471,,,,
22-05-2006,1550,468,,,,
23-05-2006,1539,465,,,,
24-05-2006,1529,462,,,,
25-05-2006,1518,459,,,,
26-05-2006,1508,456,,,,
27-05-2006,1500,453,,,,
28-05-2006,1477,450,,,,
29-05-2006,1473,447,,,,
30-05-2006,1476,444,,,,
31-05-2006,1420,441,,,,
01-06-2006,1394,439,,,,
02-06-2006,1369,437,,,,
03-06-2006,1344,435,,,,
04-06-2006,1319,434,,,,
05-06-2006,1295,433,,,,
06-06-2006,1273,432,,,,
07-06-2006,1250,431,,,,
08-06-2006,1227,430,,,,
09-06-2006,1202,429,,,,
10-06-2006,1177,427,,,,
11-06-2006,1153,425,,,,
12-06-2006,1130,423,,,,
13-06-2006,1107,420,,,,
14-06-2006,1088,417,,,,
15-06-2006,1074,414,,,,
16-06-2006,1051,411,,,,
17-06-2006,1029,408,,,,
18-06-2006,1007,405,,,,
19-06-2006,985,402,,,,
20-06-2006,966,399,,,,
21-06-2006,944,396,,,,
22-06-2006,922,393,,,,
23-06-2006,902,393,,,,
24-06-2006,882,394,,,,
25-06-2006,860,391,,,,
26-06-2006,839,388,,,,
27-06-2006,819,388,,,,
28-06-2006,800,389,,,,
29-06-2006,796,389,,,,
30-06-2006,794,389,,,,
01-07-2006,793,387,,,,
02-07-2006,792,385,,,,
03-07-2006,790,383,,,,
04-07-2006,789,381,,,,
05-07-2006,788,379,,,,
06-07-2006,786,377,,,,
07-07-2006,785,375,,,,
08-07-2006,783,373,,,,
09-07-2006,782,371,,,,
10-07-2006,781,369,,,,
11-07-2006,779,367,,,,
12-07-2006,778,365,,,,
13-07-2006,782,363,,,,
14-07-2006,782,361,,,,
15-07-2006,781,359,,,,
16-07-2006,779,357,,,,
17-07-2006,778,355,,,,
18-07-2006,776,353,,,,
19-07-2006,774,351,,,,
20-07-2006,761,349,,,,
21-07-2006,742,347,,,,
22-07-2006,722,345,,,,
23-07-2006,703,343,,,,
24-07-2006,683,341,,,,
25-07-2006,664,339,,,,
26-07-2006,645,337,,,,
27-07-2006,626,335,,,,
28-07-2006,607,333,,,,
29-07-2006,588,331,,,,
30-07-2006,567,329,,,,
31-07-2006,550,327,,,,
01-08-2006,531,325,,,,
02-08-2006,512,323,,,,
03-08-2006,493,321,,,,
04-08-2006,474,319,,,,
05-08-2006,455,317,,,,
06-08-2006,436,315,,,,
07-08-2006,417,313,,,,
08-08-2006,399,311,,,,
09-08-2006,381,309,,,,
10-08-2006,363,307,,,,
11-08-2006,345,306,,,,
12-08-2006,330,305,,,,
13-08-2006,317,293,,,,
14-08-2006,322,282,,,,
15-08-2006,309,271,,,,
16-08-2006,312,260,,,,
17-08-2006,297,244,,,,
18-08-2006,282,228,,,,
19-08-2006,267,212,,,,
20-08-2006,278,212,,,,
21-08-2006,298,212,,,,
22-08-2006,317,212,,,,
23-08-2006,333,211,,,,
24-08-2006,357,211,,,,
25-08-2006,385,211,,,,
26-08-2006,417,210,,,,
27-08-2006,451,210,,,,
28-08-2006,491,210,,,,
29-08-2006,527,209,,,,
30-08-2006,561,209,,,,
31-08-2006,597,209,,,,
01-09-2006,632,208,,,,
02-09-2006,665,208,,,,
03-09-2006,703,208,,,,
04-09-2006,748,208,,,,
05-09-2006,794,207,,,,
06-09-2006,840,207,,,,
07-09-2006,887,207,,,,
08-09-2006,932,207,,,,
09-09-2006,974,206,,,,
10-09-2006,1018,206,,,,
11-09-2006,1060,206,,,,
12-09-2006,1103,205,,,,
13-09-2006,1143,205,,,,
14-09-2006,1185,205,,,,
15-09-2006,1229,205,,,,
16-09-2006,1273,205,,,,
17-09-2006,1321,204,,,,
18-09-2006,1363,205,,,,
19-09-2006,1394,205,,,,
20-09-2006,1420,205,,,,
21-09-2006,1440,207,,,,
22-09-2006,1467,210,,,,
23-09-2006,1491,210,,,,
24-09-2006,1516,210,,,,
25-09-2006,1561,215,,,,
26-09-2006,1604,226,,,,
27-09-2006,1637,228,,,,
28-09-2006,1662,230,,,,
29-09-2006,1687,230,,,,
30-09-2006,1714,230,,,,
01-10-2006,1725,229,,,,
02-10-2006,1716,230,,,,
03-10-2006,1700,232,,,,
04-10-2006,1684,232,,,,
05-10-2006,1739,234,,,,
06-10-2006,1779,235,,,,
07-10-2006,1777,235,,,,
08-10-2006,1781,235,,,,
09-10-2006,1802,234,,,,
10-10-2006,1817,234,,,,
11-10-2006,1829,233,,,,
12-10-2006,1829,233,,,,
13-10-2006,1829,232,,,,
14-10-2006,1833,232,,,,
15-10-2006,1826,231,,,,
16-10-2006,1817,231,,,,
17-10-2006,1812,230,,,,
18-10-2006,1803,230,,,,
19-10-2006,1795,232,,,,
20-10-2006,1788,236,,,,
21-10-2006,1784,236,,,,
22-10-2006,1779,236,,,,
23-10-2006,1772,236,,,,
24-10-2006,1786,236,,,,
25-10-2006,1786,240,,,,
26-10-2006,1862,246,,,,
27-10-2006,1926,293,,,,
28-10-2006,2026,353,,,,
29-10-2006,2108,445,,,,
30-10-2006,2193,500,,,,
31-10-2006,2241,525,,,,
01-11-2006,2265,540,,,,
02-11-2006,2290,545,,,,
03-11-2006,2298,560,,,,
04-11-2006,2298,574,,,,
05-11-2006,2298,584,,,,
06-11-2006,2298,594,,,,
07-11-2006,2282,606,,,,
08-11-2006,2282,619,,,,
09-11-2006,2295,631,,,,
10-11-2006,2295,637,,,,
11-11-2006,2301,647,,,,
12-11-2006,2298,657,,,,
13-11-2006,2298,673,,,,
14-11-2006,2298,687,,,,
15-11-2006,2295,703,,,,
16-11-2006,2295,717,,,,
17-11-2006,2290,729,,,,
18-11-2006,2293,744,,,,
19-11-2006,2315,770,,,,
20-11-2006,2329,786,,,,
21-11-2006,2337,790,,,,
22-11-2006,2356,784,,,,
23-11-2006,2362,775,,,,
24-11-2006,2367,773,,,,
25-11-2006,2370,774,,,,
26-11-2006,2367,775,,,,
27-11-2006,2365,777,,,,
28-11-2006,2365,758,,,,
29-11-2006,2362,742,,,,
30-11-2006,2356,725,,,,
01-12-2006,2354,708,,,,
02-12-2006,2351,691,,,,
03-12-2006,2351,672,,,,
04-12-2006,2348,656,,,,
05-12-2006,2342,639,,,,
06-12-2006,2334,622,,,,
07-12-2006,2326,605,,,,
08-12-2006,2320,587,,,,
09-12-2006,2315,569,,,,
10-12-2006,2309,551,,,,
11-12-2006,2362,533,,,,
12-12-2006,2458,516,,,,
13-12-2006,2524,499,,,,
14-12-2006,2547,491,,,,
15-12-2006,2565,484,,,,
16-12-2006,2583,491,,,,
17-12-2006,2600,493,,,,
18-12-2006,2633,494,,,,
19-12-2006,2669,495,,,,
20-12-2006,2703,495,,,,
21-12-2006,2742,495,,,,
22-12-2006,2782,493,,,,
23-12-2006,2823,491,,,,
24-12-2006,2832,489,,,,
25-12-2006,2845,487,,,,
26-12-2006,2861,485,,,,
27-12-2006,2867,483,,,,
28-12-2006,2883,481,,,,
29-12-2006,2896,479,,,,
30-12-2006,2905,477,,,,
31-12-2006,2918,475,,,,
01-01-2007,2928,473,,,,
02-01-2007,2940,471,,,,
03-01-2007,2950,469,,,,
04-01-2007,2963,467,,,,
05-01-2007,2973,465,,,,
06-01-2007,2986,463,,,,
07-01-2007,2983,461,,,,
08-01-2007,2973,460,,,,
09-01-2007,2966,459,,,,
10-01-2007,2958,458,,,,
11-01-2007,2940,464,,,,
12-01-2007,2918,470,,,,
13-01-2007,2899,474,,,,
14-01-2007,2889,477,,,,
15-01-2007,2877,480,,,,
16-01-2007,2861,483,,,,
17-01-2007,2851,486,,,,
18-01-2007,2829,489,,,,
19-01-2007,2817,492,,,,
20-01-2007,2810,499,,,,
21-01-2007,2795,504,,,,
22-01-2007,2773,509,,,,
23-01-2007,2761,512,,,,
24-01-2007,2739,515,,,,
25-01-2007,2706,519,,,,
26-01-2007,2669,523,,,,
27-01-2007,2639,527,,,,
28-01-2007,2618,531,,,,
29-01-2007,2598,534,,,,
30-01-2007,2586,537,,,,
31-01-2007,2577,541,,,,
01-02-2007,2565,545,,,,
02-02-2007,2553,549,,,,
03-02-2007,2545,555,,,,
04-02-2007,2524,560,,,,
05-02-2007,2513,561,,,,
06-02-2007,2492,564,,,,
07-02-2007,2469,566,,,,
08-02-2007,2452,570,,,,
09-02-2007,2432,570,,,,
10-02-2007,2410,569,,,,
11-02-2007,2393,569,,,,
12-02-2007,2376,567,,,,
13-02-2007,2359,566,,,,
14-02-2007,2345,562,,,,
15-02-2007,2331,560,,,,
16-02-2007,2317,558,,,,
17-02-2007,2309,555,,,,
18-02-2007,2306,552,,,,
19-02-2007,2301,550,,,,
20-02-2007,2298,548,,,,
21-02-2007,2295,545,,,,
22-02-2007,2293,543,,,,
23-02-2007,2287,540,,,,
24-02-2007,2282,538,,,,
25-02-2007,2276,536,,,,
26-02-2007,2271,533,,,,
27-02-2007,2263,530,,,,
28-02-2007,2255,527,,,,
01-03-2007,2246,524,,,,
02-03-2007,2238,521,,,,
03-03-2007,2233,518,,,,
04-03-2007,2225,515,,,,
05-03-2007,2217,512,,,,
06-03-2007,2211,509,,,,
07-03-2007,2206,507,,,,
08-03-2007,2201,504,,,,
09-03-2007,2193,502,,,,
10-03-2007,2185,500,,,,
11-03-2007,2177,498,,,,
12-03-2007,2171,496,,,,
13-03-2007,2163,494,,,,
14-03-2007,2158,492,,,,
15-03-2007,2153,490,,,,
16-03-2007,2145,488,,,,
17-03-2007,2137,486,,,,
18-03-2007,2129,484,,,,
19-03-2007,2121,482,,,,
20-03-2007,2116,480,,,,
21-03-2007,2111,477,,,,
22-03-2007,2106,475,,,,
23-03-2007,2100,455,,,,
24-03-2007,2095,437,,,,
25-03-2007,2090,419,,,,
26-03-2007,2082,402,,,,
27-03-2007,2074,384,,,,
28-03-2007,2067,366,,,,
29-03-2007,2059,348,,,,
30-03-2007,2051,330,,,,
31-03-2007,2044,312,,,,
01-04-2007,2036,294,,,,
02-04-2007,2028,276,,,,
03-04-2007,2021,258,,,,
04-04-2007,2013,240,,,,
05-04-2007,2006,222,,,,
06-04-2007,1998,204,,,,
07-04-2007,1990,186,,,,
08-04-2007,1983,168,,,,
09-04-2007,1975,150,,,,
10-04-2007,1968,132,,,,
11-04-2007,1960,115,,,,
12-04-2007,1953,99,,,,
13-04-2007,1945,88,,,,
14-04-2007,1938,80,,,,
15-04-2007,1931,72,,,,
16-04-2007,1926,66,,,,
17-04-2007,1921,61,,,,
18-04-2007,1916,57,,,,
19-04-2007,1911,54,,,,
20-04-2007,1923,54,,,,
21-04-2007,1921,54,,,,
22-04-2007,1931,53,,,,
23-04-2007,1926,53,,,,
24-04-2007,1918,52,,,,
25-04-2007,1911,52,,,,
26-04-2007,1904,51,,,,
27-04-2007,1896,51,,,,
28-04-2007,1889,50,,,,
29-04-2007,1882,50,,,,
30-04-2007,1874,49,,,,
01-05-2007,1867,49,,,,
02-05-2007,1860,48,,,,
03-05-2007,1853,48,,,,
04-05-2007,1857,47,,,,
05-05-2007,1853,47,,,,
06-05-2007,1845,47,,,,
07-05-2007,1838,46,,,,
08-05-2007,1831,46,,,,
09-05-2007,1826,46,,,,
10-05-2007,1819,45,,,,
11-05-2007,1812,45,,,,
12-05-2007,1805,45,,,,
13-05-2007,1807,44,,,,
14-05-2007,1800,44,,,,
15-05-2007,1777,44,,,,
16-05-2007,1746,43,,,,
17-05-2007,1716,43,,,,
18-05-2007,1687,43,,,,
19-05-2007,1669,42,,,,
20-05-2007,1642,42,,,,
21-05-2007,1615,42,,,,
22-05-2007,1587,41,,,,
23-05-2007,1559,41,,,,
24-05-2007,1531,41,,,,
25-05-2007,1504,40,,,,
26-05-2007,1477,40,,,,
27-05-2007,1450,40,,,,
28-05-2007,1416,40,,,,
29-05-2007,1379,40,,,,
30-05-2007,1342,40,,,,
31-05-2007,1306,40,,,,
01-06-2007,1270,39,,,,
02-06-2007,1234,39,,,,
03-06-2007,1197,39,,,,
04-06-2007,1161,39,,,,
05-06-2007,1125,39,,,,
06-06-2007,1088,39,,,,
07-06-2007,1053,38,,,,
08-06-2007,1017,38,,,,
09-06-2007,982,38,,,,
10-06-2007,947,38,,,,
11-06-2007,918,38,,,,
12-06-2007,882,38,,,,
13-06-2007,846,37,,,,
14-06-2007,811,37,,,,
15-06-2007,775,37,,,,
16-06-2007,740,37,,,,
17-06-2007,705,37,,,,
18-06-2007,669,37,,,,
19-06-2007,637,37,,,,
20-06-2007,602,37,,,,
21-06-2007,568,37,,,,
22-06-2007,541,38,,,,
23-06-2007,506,38,,,,
24-06-2007,471,38,,,,
25-06-2007,436,38,,,,
26-06-2007,401,37,,,,
27-06-2007,370,37,,,,
28-06-2007,347,37,,,,
29-06-2007,336,37,,,,
30-06-2007,322,37,,,,
01-07-2007,305,37,,,,
02-07-2007,285,37,,,,
03-07-2007,281,37,,,,
04-07-2007,273,36,,,,
05-07-2007,264,36,,,,
06-07-2007,279,37,,,,
07-07-2007,273,37,,,,
08-07-2007,267,37,,,,
09-07-2007,261,37,,,,
10-07-2007,252,37,,,,
11-07-2007,243,39,,,,
12-07-2007,251,40,,,,
13-07-2007,256,45,,,,
14-07-2007,251,46,,,,
15-07-2007,242,46,,,,
16-07-2007,237,47,,,,
17-07-2007,230,47,,,,
18-07-2007,224,47,,,,
19-07-2007,218,47,,,,
20-07-2007,212,47,,,,
21-07-2007,206,47,,,,
22-07-2007,200,50,,,,
23-07-2007,194,50,,,,
24-07-2007,191,50,,,,
25-07-2007,186,50,,,,
26-07-2007,181,50,,,,
27-07-2007,176,50,,,,
28-07-2007,176,50,,,,
29-07-2007,177,51,,,,
30-07-2007,181,52,,,,
31-07-2007,185,53,,,,
01-08-2007,200,56,,,,
02-08-2007,208,58,,,,
03-08-2007,217,58,,,,
04-08-2007,217,58,,,,
05-08-2007,211,58,,,,
06-08-2007,205,58,,,,
07-08-2007,199,58,,,,
08-08-2007,221,58,,,,
09-08-2007,236,58,,,,
10-08-2007,248,58,,,,
11-08-2007,270,58,,,,
12-08-2007,307,58,,,,
13-08-2007,344,58,,,,
14-08-2007,380,57,,,,
15-08-2007,417,57,,,,
16-08-2007,456,57,,,,
17-08-2007,493,57,,,,
18-08-2007,528,57,,,,
19-08-2007,554,57,,,,
20-08-2007,580,57,,,,
21-08-2007,602,57,,,,
22-08-2007,633,57,,,,
23-08-2007,673,61,,,,
24-08-2007,715,61,,,,
25-08-2007,747,61,,,,
26-08-2007,790,64,,,,
27-08-2007,821,64,,,,
28-08-2007,851,64,,,,
29-08-2007,882,64,,,,
30-08-2007,960,66,,,,
31-08-2007,1018,68,,,,
01-09-2007,1071,68,,,,
02-09-2007,1114,68,,,,
03-09-2007,1190,68,,,,
04-09-2007,1255,68,,,,
05-09-2007,1299,68,,,,
06-09-2007,1377,72,,,,
07-09-2007,1416,72,,,,
08-09-2007,1467,75,,,,
09-09-2007,1518,80,,,,
10-09-2007,1561,85,,,,
11-09-2007,1593,90,,,,
12-09-2007,1626,95,,,,
13-09-2007,1653,100,,,,
14-09-2007,1716,105,,,,
15-09-2007,1774,110,,,,
16-09-2007,1814,115,,,,
17-09-2007,1848,119,,,,
18-09-2007,1882,123,,,,
19-09-2007,1911,126,,,,
20-09-2007,1945,128,,,,
21-09-2007,1980,128,,,,
22-09-2007,2011,128,,,,
23-09-2007,2044,128,,,,
24-09-2007,2075,128,,,,
25-09-2007,2103,128,,,,
26-09-2007,2124,128,,,,
27-09-2007,2140,128,,,,
28-09-2007,2182,128,,,,
29-09-2007,2206,128,,,,
30-09-2007,2241,130,,,,
01-10-2007,2265,130,,,,
02-10-2007,2290,135,,,,
03-10-2007,2304,140,,,,
04-10-2007,2287,145,,,,
05-10-2007,2265,150,,,,
06-10-2007,2241,154,,,,
07-10-2007,2217,158,,,,
08-10-2007,2195,162,,,,
09-10-2007,2171,166,,,,
10-10-2007,2142,170,,,,
11-10-2007,2103,172,,,,
12-10-2007,2064,174,,,,
13-10-2007,2022,176,,,,
14-10-2007,2003,178,,,,
15-10-2007,1963,180,,,,
16-10-2007,1926,182,,,,
17-10-2007,2501,606,,,,
18-10-2007,1867,186,,,,
19-10-2007,1836,188,,,,
20-10-2007,1802,190,,,,
21-10-2007,1767,192,,,,
22-10-2007,1739,194,,,,
23-10-2007,1728,196,,,,
24-10-2007,1763,202,,,,
25-10-2007,1791,207,,,,
26-10-2007,1821,209,,,,
27-10-2007,1845,212,,,,
28-10-2007,1882,216,,,,
29-10-2007,2082,232,,,,
30-10-2007,2298,342,,,,
31-10-2007,2398,387,,,,
01-11-2007,2429,431,,,,
02-11-2007,2464,462,,,,
03-11-2007,2507,478,,,,
04-11-2007,2521,496,,,,
05-11-2007,2542,529,,,,
06-11-2007,2559,548,,,,
07-11-2007,2574,562,,,,
08-11-2007,2568,574,,,,
09-11-2007,2550,584,,,,
10-11-2007,2536,594,,,,
11-11-2007,2524,597,,,,
12-11-2007,2521,600,,,,
13-11-2007,2518,602,,,,
14-11-2007,2518,603,,,,
15-11-2007,2512,604,,,,
16-11-2007,2509,605,,,,
17-11-2007,2501,606,,,,
18-11-2007,2495,607,,,,
19-11-2007,2492,608,,,,
20-11-2007,2515,611,,,,
21-11-2007,2559,628,,,,
22-11-2007,2574,636,,,,
23-11-2007,2580,644,,,,
24-11-2007,2583,651,,,,
25-11-2007,2583,653,,,,
26-11-2007,2580,655,,,,
27-11-2007,2580,656,,,,
28-11-2007,2577,657,,,,
29-11-2007,2574,658,,,,
30-11-2007,2571,659,,,,
01-12-2007,2568,660,,,,
02-12-2007,2565,661,,,,
03-12-2007,2562,662,,,,
04-12-2007,2568,663,,,,
05-12-2007,2565,664,,,,
06-12-2007,2568,665,,,,
07-12-2007,2580,666,,,,
08-12-2007,2592,667,,,,
09-12-2007,2595,668,,,,
10-12-2007,2598,669,,,,
11-12-2007,2598,670,,,,
12-12-2007,2598,671,,,,
13-12-2007,2598,672,,,,
14-12-2007,2595,673,,,,
15-12-2007,2592,674,,,,
16-12-2007,2589,675,,,,
17-12-2007,2586,676,,,,
18-12-2007,2595,677,,,,
19-12-2007,2703,694,,,,
20-12-2007,2975,821,,,,
21-12-2007,3085,881,,,,
22-12-2007,3131,881,,,,
23-12-2007,3231,867,,,,
24-12-2007,3231,867,,,,
25-12-2007,3231,840,,,,
26-12-2007,3134,840,,,,
27-12-2007,3118,856,,,,
28-12-2007,3104,875,,,,
29-12-2007,3101,881,,,,
30-12-2007,3101,881,,,,
31-12-2007,3101,881,,,,
01-01-2008,3101,881,,,,
02-01-2008,3098,880,,,,
03-01-2008,3095,878,,,,
04-01-2008,3093,881,,,,
05-01-2008,3131,881,,,,
06-01-2008,3146,881,,,,
07-01-2008,3231,881,,,,
08-01-2008,3231,881,,,,
09-01-2008,3231,881,,,,
10-01-2008,3231,881,,,,
11-01-2008,3231,881,,,,
12-01-2008,3231,881,,,,
13-01-2008,3146,881,,,,
14-01-2008,3146,881,,,,
15-01-2008,3146,881,,,,
16-01-2008,3142,881,,,,
17-01-2008,3142,881,,,,
18-01-2008,3138,881,,,,
19-01-2008,3134,881,,,,
20-01-2008,3128,881,,,,
21-01-2008,3124,881,,,,
22-01-2008,3121,881,,,,
23-01-2008,3118,881,,,,
24-01-2008,3114,880,,,,
25-01-2008,3108,878,,,,
26-01-2008,3101,877,,,,
27-01-2008,3095,875,,,,
28-01-2008,3090,874,,,,
29-01-2008,3085,872,,,,
30-01-2008,3077,871,,,,
31-01-2008,3069,869,,,,
01-02-2008,3061,867,,,,
02-02-2008,3054,865,,,,
03-02-2008,3048,862,,,,
04-02-2008,3041,859,,,,
05-02-2008,3035,856,,,,
06-02-2008,3031,853,,,,
07-02-2008,3025,851,,,,
08-02-2008,3018,849,,,,
09-02-2008,3015,847,,,,
10-02-2008,3012,845,,,,
11-02-2008,3009,842,,,,
12-02-2008,3005,839,,,,
13-02-2008,3002,836,,,,
14-02-2008,2999,833,,,,
15-02-2008,2995,830,,,,
16-02-2008,2995,830,,,,
17-02-2008,2982,825,,,,
18-02-2008,2979,822,,,,
19-02-2008,2973,819,,,,
20-02-2008,2966,816,,,,
21-02-2008,2960,813,,,,
22-02-2008,2953,810,,,,
23-02-2008,2944,807,,,,
24-02-2008,2934,804,,,,
25-02-2008,2924,800,,,,
26-02-2008,2915,797,,,,
27-02-2008,2886,794,,,,
28-02-2008,2851,791,,,,
29-02-2008,2826,788,,,,
01-03-2008,2801,785,,,,
02-03-2008,2776,782,,,,
03-03-2008,2752,779,,,,
04-03-2008,2727,776,,,,
05-03-2008,2703,773,,,,
06-03-2008,2678,770,,,,
07-03-2008,2654,767,,,,
08-03-2008,2627,764,,,,
09-03-2008,2603,761,,,,
10-03-2008,2577,758,,,,
11-03-2008,2550,755,,,,
12-03-2008,2533,752,,,,
13-03-2008,2527,749,,,,
14-03-2008,2518,753,,,,
15-03-2008,2504,758,,,,
16-03-2008,2487,758,,,,
17-03-2008,2464,758,,,,
18-03-2008,2441,758,,,,
19-03-2008,2415,758,,,,
20-03-2008,2393,758,,,,
21-03-2008,2452,758,,,,
22-03-2008,2481,764,,,,
23-03-2008,2484,769,,,,
24-03-2008,2484,769,,,,
25-03-2008,2481,769,,,,
26-03-2008,2501,768,,,,
27-03-2008,2501,767,,,,
28-03-2008,2501,766,,,,
29-03-2008,2498,764,,,,
30-03-2008,2495,761,,,,
31-03-2008,2492,759,,,,
01-04-2008,2487,756,,,,
02-04-2008,2484,754,,,,
03-04-2008,2478,752,,,,
04-04-2008,2475,750,,,,
05-04-2008,2469,748,,,,
06-04-2008,2464,746,,,,
07-04-2008,2458,744,,,,
